narrative,product,risk_label
truly ca believe must hundred hour phone writing letter checking report faxing email snail mailing certified mailing end two year identity theft victim find ready finally throw hand say forget hundred dollar month reporting fee stay top never ending slot fraud hit report regularly pay report equifax premium premium premium crazy obsessive love credit score sole fixation life credit bureau actively fighting back daily basis legitimate paperwork fact deny knowledge developed play game block able recover fully anything keep paying ensure havent let anything slip two year fighting fraudulent application nonstop inquiry fraudulent loan somehow taken social security number told numerous time people industry deleted public record know else persistence literally aged least decade foot swell sitting chair long work rest night writing statement like one wife constantly endure life absent mount never ending battle determined see u destitute even use every word know convey credit bureau agent whether phone certified letter fax believe four seem desensitized day day attempt thwarting system failing active participating family hard daughter almost died due last immediately served landlord fix quit letter immediately served u lawsuit seems running theme world lately total disgusting unconscionable completely devoid moral empathy complete lack anyone well happens apartment complex also ground zero wife major credit issue moved time believed neat thing smart apartment came router preinstalled smart feature big perk cable internet ready go upon move one perk unaware hacker taken whether previous tenant one many short term business stay took hacked month came find computer completely taken logged phone wallet even credit report pretty sure still never bothered investigate inquiry allowed penetrate one freeze believe word credit bureau agent let get hanging cold transfering unmonitored voicemail box get feeling speaking agent believe word saying always met anger callousness straight hatred even mention acronym fcra world block always cut file day dispute matter say fact police report ftc report mountain supporting document sent yes ridiculous police report clear one ftc report one police report identity theft clearly going identity theft mentioned time police report obtain come month year battling fraudulent data ca get follow law actively screen whatever see open report instantly change tone voice received letter pretty imply lying sane person would definitely apply credit card time row two week period know deal want treat family future like game fine play game even though rigged dont know play ca see board come started report stopped updating stopped receiving notification paid fortune spent countless hour phone special handling fraud team online team sent ticket ticket never came back answer access report slowly fading away soon learned due something totally unrelated equally insane wife deleted public record due entering information one employee called master brain computer incorrectly entered wife went change provider device phone number due hacker harvesting data old one day longer verified anything family stuck living hotel room since last pandemic identity theft credit bureau entity legitimately believed causing issue report spent month trying convince eventually still think split file fact online team insists team allowed discus report also team office least least accessible specialized fraud team state well gotten bad etc view report site normal people site either say error file enough history file definitely well gotten point bank ca even identify social attempting open personal account even though four business account couldnt without credit check coming bank stalled day way remove free put report log paid profile info say freeze status unknown call number put pin say issue hang talk rep cant help specialized handling team arent monday could go day bad actually gotten literally move another credit issue one still even gotten chance sleep yet tonight finally joke hour trying hang ups direct line united state long serious identity check passed finally get team today guy could care less understand satisfied fixing whatever problem day wrong report go tell report blocked entire time purpose infuriates idea much time money effort whole freaking life last year put getting family ahead perpetrate false issue report month drive absolutely mad put strain marriage child life health charged month agent remained short asked question made perfect logical sense stuck credit report blocked online protection due fraud one unblock according obtaining report spend three hour attempting get ahold exact department time sense fraud even allowed tell whether anything derogatory identity theft victim one need see regularly blocking still allowing others dictate use family pretty sure law response ask would like mail attempted explain besides fact saying insane clearly method deal identity theft victim whole deal selling personal information unable rent buy home due creditworthiness dont permanent address therefore never receive report send fact address officially changed many time someone u wife despite po box receive mail none sending report whatever address put file week helping whats worse three report started one one still even see pay lot wont let dispute anything upload document anything outside look fraud hitting report daily anymore agent act like every inquiry fraudulent every inaccurate detail need ftc police report attached right refuse anything last round police ftc report address account left sully report month faxed certified mailed confirmed received despite removing transunion claiming see remove fraudulent collection fraudulently opened delinquent account manages grab snapshot every couple month reported fact remove mean report derogatory free great credit mix great payment history decent debt income ration considering yes still credit score equifax yea completely ignored document keep sending someone soul responds need fixed immediately family deserves home eaten away every bit saving fear heading wrecked non credit score saving access credit really please,credit_reporting,high
writing today noticed inquiry company credit report listed kia motor finance authorize inquiry credit knowledge even applying financing company listing violation fcra need removed soon possible,credit_reporting,low
decided pull credit every single time would apply credit card would get denied best knowledge always paid bill time know fact thing showing report belong account fraudulently made without consent please remove account report soon possible xxxxxxxx chapter bankruptcy,credit_reporting,high
sent letter experian certified return receipt requesting mov regarding item credit report per fcra request due response day experian failed respond requested item remove creditor called spoke later dispute argued delete anything file new dispute problem sent letter yet fulfill request due law reassured anything verify data host,credit_reporting,low
solar mosaic erroneously reported account type mortgage noted instead company agrees account type reported portfolio type installment account type secured home improvement account constitute lien real property information found section loan agreement loan secured secured lien solar equipment file lien home,credit_reporting,low
collection account equifax credit report disputed sending verification letter certified mail signature equifax received day passed response mailed day demand comply letter equifax certified mail signature returned took till equifax respond mail say account mailed method verification letter asking provide name business verified information date information furnished method communication used money owed contract signed pay money received letter saying account verified proof verified documentation available needed requested,credit_reporting,low
lexis nexis consumer center reporting accident fault ran red light driver right way intersection received citation suspect driver ran red light insurer paid accident reimbursed deductible corroborate fault renewal came wanted swtich last seven year gave quote changed saw erroneous credit report lexis nexis explained adverse decision due report stuck paying higher rate around agrees accident clearly driver fault surcharge end incident lexis nexis purportedly one answer automated phone stuck seventh circle trying get get credit report accurate report occurred losing valuable time trying fix something fix based data entry person erroneous assumption know source help,credit_reporting,low
received letter letter contained sworn affidavit police report federal trade commission report declaring made victim identity theft neither removed item offered correspondence regarding matter able speak representative suffering damage inept business practice refusal comply fcra guideline,credit_reporting,high
applied loan dealership sent partner dealership inventory dealership gave hard inquires,credit_reporting,low
credit report closed account huge amount missed payment barclays bank delawa mine account also written form communication contract signature account debt bill without signature validate debt anybody send bill say mine according fcra barclays bank delawa violated right consumer requesting legal action remove account immediately,credit_reporting,high
sent letter regarding inaccurate unknown thing credit report day day later received response feel like im taken advantage dispute ignored section plainly state failure investigate item within day give reason immediately remove account credit report day deleted promptly demand account deleted immediately seeking litigation due stress caused information also impacted equifax data breach may fell hand wrong person,credit_reporting,low
recently reported balance limit dollar accurate made payment dollar information sent please correct information per fcra guideline,credit_reporting,low
inquiry cap one af dont recognize lender dont remember authorizing perform hard inquiry credit report,credit_reporting,low
information breached someone using info open account name ever since credit pulled awhile know know report lost totally ruined life pulled report seen stuff incorrect filed police report identity theft report also disputed major bureau sent everything asked removed one experian done nothing,credit_reporting,high
recent hard inquiry account following credit technology incorporated ca know company approve inquiry complete fraud would like dispute immediately,credit_reporting,low
made request setup auto pay auto lease made necessary step auto payment deducted notified via email payment due paid account manually month made request setup auto pay auto lease auto payment deducted notified via email payment due paid account manually month auto pay deducted notification happened received notification credit monitoring day due went online day ford online payment system submitted payment requesting removed account marked current effect personal credit line account balance lowered late payment report line credit made effort good faith elect auto pay account would delinquent also surprised would reported hardship time covid,credit_reporting,low
filed complaint cfpb came back credit bureau stating filing dispute complaint one disputing item credit deleted ongoing problem fixed still reporting equifax although showed longer credit file owned still reporting equifax inaccurately provided letter stating balance account accurate match reported credit bureau therefore need deleted immediately requested equifax provide proof verification providing day proof verification yet provided complete previously sent cfpb year filed dispute equifax keep coming back verified within day requested method verification bureau item attached past dispute well supporting document creditor returned verified returned verified equifax returned verified explain method verification creditor providing bureau reporting inaccurate information credit file provided equifax letter directly creditor showing information reported inaccurate longer hold credit file managed provided equifax documentation directly creditor spoken advised longer account told contact repeatedly past month gone back forth bureau regarding matter requested method verification equifax unable provide information still reporting item credit report method verification provided understanding investigation done document ignored despite showing saying document dispute received following item need deleted immediately equifax due inaccurate,credit_reporting,low
trying cosign cousin car salesman told credit low told show report print copy item credit need removed soon possible item fraudulent account cb,credit_reporting,high
disputed two account twice credit bureau experian error still fixed account still reporting credit report account sold account credit report disputed information reporting account credit bureau allowed company verify information clearly inaccurate accurate account however account number different open date different last payment date different last active date different open date reporting however last active date last payment date reporting last payment date last active date open date obvious inaccurate information also payment status day late year obviously inaccurate requested credit bureau send information used verify information credit bureau send information,credit_reporting,low
inquiry cbna dont recognize lender dont remember authorizing perform hard inquiry credit report inquiry cbna dont recognize lender dont remember authorizing perform hard inquiry credit report,credit_reporting,low
remark added account response student loan placed automatic forbearance due caresact credit score drastically affected action credit score improperly damaged federal student loan paused due care act care act federal student loan payment paused result borrower required make federal student loan payment borrower make payment impact credit score despite law credit score damaged anyway contacted loan service company navient stated make change loan account past due student loan account listed unable explain drastic credit drop time also contacted credit bureau directly advided write letter submitting complaint letter written submitted well,credit_reporting,medium
unauthorized inquiry report would like removed unaware source request deleted three credit bureau inquiry dated,credit_reporting,low
bank america reporting credit card balance credit report however account belong long time ago may authorized user account one quite time notified fact multiple time last couple month account belong responsible repayment debt futhermore authorized user account credit report demand account deleted credit profile immediately,credit_reporting,low
saw account fraudulent reported creditor refused remove like report creditor negligent,credit_reporting,low
credit reporting agency multiple incorrect address file disputed continue verify true looked one address belonged business refuse reinvestigate,credit_reporting,low
equifax decreased credit score approximately point utilizing credit card past year labored repair credit paying close worth debt since begun positive responsible habit paying debt timely manner utilizing various new credit card carefully always immediately pay balance often time paying entire balance credit card every month general uncertainty brought pandemic made sure exercise extra caution using limited asset take care existing debt well new different expense risen due pandemic thing buying extra supply use creating stockpile item possible continued quarantine time time american asking deferment payment diligently made payment creditor full intention continue bring forth complaint regard equifax reporting credit status asking leniency asking compassion asking fairness asking consideration best keep afloat difficult time everyone else used asset satisfy current debt best ability feel unjust credit score dropped used credit card pandemic credit afforded use choose responsible manner necessary made current payment time asked deferment except student loan placed automatic deferment due recent legislation signed president trump aside upon investigation finding prove current excellent payment history reported well bureau extreme credit score drop justifiable seek fairness justice way bureau equifax interpreting reporting credit status,credit_reporting,medium
information fraudulent,credit_reporting,low
understanding one late student loan payment drop credit score almost point late payment two loan error acknowledged around submitted correction cra update account following late payment removed marked current loan equal removal late payment appear reflected account bureau however score changed payment history improved significantly score expecting see increase score hoping could provide explanation change thank,credit_reporting,low
access experian account one day attempting log prompted username password incorrect selected forgot username option sent username email address used create account attempted reset password username sent experian saying username attached account yet username know emailed sent email response called automated answer help situation,credit_reporting,low
past day sent dispute hard inquires authorize ftc report stating victim identity theft send another ftc report week ago said received also called could help matter filed dispute regard incorrect item credit report well day received investigation result,credit_reporting,high
familiar item contact company challenge verify debt mine signature contract avail still received nothing clearly error account noticed several month record incomplete information hurting financially unnecessarily expressed notified attorney stop action company contacting anymore kindly demand swift response matter deleting account report immediately thank,credit_reporting,high
hello wrote transunion dispute letter back received information enclosed updated id social security card get credit report stating wrong information still disputed everything credit report nothing correct sent proper documentation credit report updated even called company inform none information updated corrected bankruptcy court send people public information make public record student loan credit reporting reporting remove paid thing credit score update item taken credit hurting credit keeping getting home loan bank account etc need get information together get correct,credit_reporting,high
disputing item credit report bureau none responded sent letter far back yet receive single correspondence dispute understand delay due pandemic going law still respond still inaccurate item credit file need removed need part remove item disputed credit file,credit_reporting,low
pulled transunion credit report noticed regular hard inquiry made inquiry fraudulent made someone trying open account name account approved luckily inquiry appears credit report fl requested inquiry type individual filed dispute transunion asking hard inquiry removed responded contact creditor called agreed credit request fraudulent said would notify transunion fraudulent pulled credit report see removed noticed hard inquiry still called said already notified transunion hard inquiry fraudulent called take day credit bureau update information also said would notify credit bureau day month since notified transunion fraudulent inquiry need removed account asap spend much time getting fixed,credit_reporting,low
would like know victim identity theft destroying understand one guy check report possible victim identity theft need write beg remove wrong somebody else item long wait order see account report want see account credit report please kindly ask organize check everything control action start reporting information finally thank,credit_reporting,high
pdq service inc added derogatory credit report per upon research account longer responsible account debtor creditor verify collection also written form communication contract signature accused debt bill without signature validate debt anybody send bill say belongs according fcra pdq service inc violated right consumer requesting legal action remove account immediately,credit_reporting,high
filed multiple cfpb complaint past year fraud protection removed credit report transunion creditor still problem gaining credit information request credit bureau remove fraud protection repeated request cfpb complaint credit bureau holding credit hostage,credit_reporting,low
since filled time dispute asking removal remark delinquency reported time sends letter resolution favor updated report problem day later remark appear report say nothing creditor send remark every month last part clearly violates federal regulation state provider continues report item disputed credit reporting company must let credit reporting company know dispute correct information dispute found inaccurate incomplete information provider must tell credit reporting company update delete item dispute missed payment remark loan forbearance disputed without luck even though evidence letter stating account forbearance period claim missed payment,credit_reporting,low
attempted dispute reporting account recently repeatedly refusing open fcra dispute reporting wrong amount wrong date admission consumer finance protection bureau please see attached ongoing effort extend duration irreparable credit report rating score account open respectively noted contract account open status immediately delete false inaccurate report nade appropriately reage credit score also victim natural disaster refused update report statement business record provided u reflect opened mastercard credit card account ending whose social security number end record reflect contract formed account used balance due account purchased account contract together right receive payment balance due sent initial notification letter regarding account business record also provided u reflect opened mastercard credit card account ending whose social security number end,credit_reporting,low
disputed inaccurate reporting transunion several time avail reporting incorrect spelling last name incorrect following address incorrect belong never paid following account late transunion reporting late payment reporting payment status late day specify alleged late payment made reporting payment status late day transunion late day specify alleged late payment made reporting payment status late day transunion late day specify alleged late payment made reached credit bureau help getting matter resolved transunion considered furnishers account paid late transunion failed plead case provided false information please help get matter resolved,credit_reporting,low
recently checked credit report two closed account ending still reporting payment closed account ending closed closed account ending closed sure still reporting closed account need sound like still reporting extend removal may caused current higher interest rate denial credit erroneuos information,credit_reporting,low
demand credit bureau remove deragory account status repo comment inaccurately reporting loan purchased always paid monthly fee time payment made via internet program payment made would take week post reason idea payment processing issue caused delay misreported data caused u get declined home loan loan approved caused u pay higher working assessing damage considering filing lawsuit recover cost due negative credit reporting impacting credit health score late received notice boat repossessed called asked payment always made online due date went az paid month payment double paid month picked boat went towing company pick belonging boat boat saw belonging stolen got back home called told repo boat never paid late belonging stolen told u towing company taken boat equipment authorize wrote u check cover replacement cost item taken recently wrote letter asking remove lates wrongfully reported take derog comment took lates however failed remove status comment error,credit_reporting,high
wrong inaccurate fraudulent account reporting account,credit_reporting,high
transunion stated last complaint unauthorized third party needed authorization proceed transunion please advised cfpb account husband name third party uploaded copy driver license copy social security card would know please say need authorization authorized let try please respond complaint transunion violated fcra properly verifying obtained bankruptcy information credit report transunion sent response letter indicating bankruptcy verified accurate letter listed court name address phone number indicates may trying say confirmed bankruptcy accurate fcra federal state law say description procedure used determine accuracy completeness information shall provided consumer agency including business name address furnisher information contacted connection information telephone number furnisher reasonably available fcra requires credit reporting agency follow reasonable procedure assure maximum possible accuracy information report consumer credit report problem transunion xxxxnvestigation result sent court letter asking provide consumer bankruptcy information third party credit bureau court sent returned letter confirming provide bankruptcy information third party credit reporting agency therefore bankruptcy inaccurate unverifiable must deleted transunion say say obtained information court still violation failed give name address phone number furnisher compliance fcra document uploaded attached proof verification,credit_reporting,high
account information address mine best knowledge enclosed document account number tx la xxxxxxxx tx,credit_reporting,low
mailed lengthy thorough dispute went ignored transunion also upload information using uploading system since law requires respond claim perform investigation never occurred file complaint victim identity theft please see attached document support claim identity theft please delete account outlined dispute fcra also state right dispute inaccurate incomplete information account inaccurate fraudulent fifth time im asking reasonable investigation fix problem choose ignore dispute provided new relevant information according fcra choice escalate matter file complaint attorney general state attorney general state consumer financial protection bureau justice department,credit_reporting,high
cant get credit report sent transunion please help get one year telling send info,credit_reporting,low
end experian added derogatory remark credit report lowering credit score considerably discovered including report il item report bill belongs previously previously previously condition debt belonging adjudicated county district court judge part divorce decree settlement document state illinois circuit court judicial circuit county file number filed settlement agreement item agreeing hold harmless debt claim related cost thereto item petitioner shall pay te following debt marriage shall hold respondent harmless mortgage illinois mortgage illinois filed dispute file seems reported delinquency removed however difficult get information verifying action initially lowered credit score point correction data raised score point similar described confirmation case score lowered point score raised also contacted experian organization show indication item report however lower score result score lowered note time debt credit availability steadily improving average credit credit card lowered credit availability even though never late paying short paying adjusted debt available credit rating lower state might,credit_reporting,high
submitted dispute credit bureau account name account number account closed account bureau also reporting twice report stating charged balance account mine disputed nothing decreased balance closed account already closed delete account immediately destroying financial living,credit_reporting,low
account placed credit report old cable company balance equipment fee equipment turned original debtor updated show balance owed paid balance remaining original debtor show account balance sent proof statement credit account original debtor collection company credit bureau disputed multiple time collection company keep reporting bureau debt valid owe balance even proof payment dollar statement original debtor refuse cease reporting erroneous information account multiple phone call email request corrected removed also reporting different account number across three bureau even match account number gave original account number tried speak different representative always transferred back state work time business run matter sent proof balance original debtor show owe company balance given ample amount time address problem keep reporting fraudulent information trying collect debt owe completely unwilling correct situation,credit_reporting,low
end entered forbearance agreement mortgage servicer loan forbearance result reduction income pandemic date entered forbearance couple day away day late mortgage offered forbearance used fund intended mortgage cover expense later discovered lender reporting account day late every month forbearance period discovering made one month payment cover amount due began forbearance period communicated servicer wanted end forbearance agreement resumed making payment however checking credit report discovered servicer continued report account day late even making one month payment due prior forbearance agreement speaking told would continue report account day late repaid entire lump sum amount accumulated forbearance period completed loss mitigation process result every month continue go back forth documentation loss mitigation continue report day late currently credit report show day late every month starting despite fact paid amount due forbearance period resumed making regular monthly payment moreover denied deferral without explanation opportunity respond care act provision law state follows ii reporting except provided clause iii furnisher make accommodation respect payment credit obligation account consumer consumer make payment required make payment pursuant accommodation furnisher shall report credit obligation account current ii credit obligation account delinquent accommodation aa maintain delinquent status period accommodation effect bb consumer brings credit obligation account current period described item aa report credit obligation account current first believe entered forbearance agreement day delinquent gave approval forbearance week day late second paid delinquent amount forbearance period bringing account current interpret current also including amount accumulated accommodation period would ne absurd interpretation law,credit_reporting,low
contacted credit reporting agency incorrect information file reply information correct without providing detail came conclusion ask proper investigation refusing provide verification method,credit_reporting,low
sent letter transunion unauthorized reporting credit first disputed transition able take bureau responded letter yet def passed day credit bureau operating boundary fcra fdcpa,credit_reporting,high
disputed debt collection agency account client report indicates account opened account name responded investigation unsure mean accurate living daughter year cable contract name company,credit_reporting,high
opened case lexington law firm remove negative item credit report day one made clear item result identity theft next month charged monthly fee yet failed follow proper identity theft protocol established ftc surprise work led impact though understand stance guarantee result fact accepted identity case yet failed follow protocol acceptable misleading practice,credit_reporting,high
around disputed old cellular account granted chapter discharge showing credit report whatsoever statue limitation responded dispute account much newer account old original account credit report even longer instead taken together like disputed incorrect information reporting equifax take say updated information reaged acccount accurate first delinquency date mind filed granted chapter bankruptcy old account included discharge nowhere started negatively reporting equifax old account disputed found turned around account look newer lastly tried refinance car loan better interest rate bought car brand new one late car payment turned refinancing found negative account reported equifax written letter directly recovery department wont help say system say date accurate therefore cant anything please help easy see unlawful one help spent year rebuilding credit happening effecting life allowed,credit_reporting,high
back making payment online somehow request account switched estatements dont estatements problem occurred one occasion year asked longer receive phone call text message account work wife stressed enough however opt communication writing like opt receiving paper statement reversed immediately discovered note inaccurate reflect discussion illogical mean would want form communication switched estatements went email address updated use longer due amount spam receive bill discovered credit card company reduced credit limit found negative credit report contacted found problem immediately contacted cancelled one card continued past due continued work pandemic sent copy report showed obligation current none ever part due told two separate occasion rep would put request original decision amended reversed also pointed would asked forbearance offering never follow denied despite circumstance additionally spoke beginning indicated could appeal decision writing office president found called send anything writing requested told three separate occasion could amend info told today different rep couldnt told upper manager could indeed reverse even though rejected request twiceeven documentation hoping third request make difference doubt communication awful within company especially pandemic wife dealing stellar credit decade carefully built paid bill even lost job furloughed year though continued employed come everything note dont accurately reflect discussion communication nightmare top pandemic permanently damaged credit permanently damaged addition everything else,credit_reporting,medium
someone open fraudulent account using name social security number approve give anyone consent use personal information writing request initiate formal complaint equifax cra mailed equifax block fraudulent information reported account victim identity theft attached unwilling unable conduct adequate investigation failed refused block usage fraudulent account reported please contact agency initiate formal investigation possible violation fair credit reporting act fair debt collection practice act also contacting attorney general possible violation law,credit_reporting,high
fraudulent credit account fraudulent credit acct fraudulent acct acct fraud xxxxxxxx fraudulent acct xxxxt fraudulent credit acct xxxxxxxx xxxxxxxx fraudulent acct xxxxxxxx xxxxxxxx credit acct fraud,credit_reporting,low
may concern contacted credit bureau issue ask item please removed account nothing every done ask item removed quickly possible causing family great,credit_reporting,low
xxxxl credit card ending inadvertently deleted reported credit bureau experian contacted several week ago requested account reinserted bureau still reported advised credit report social security ending last four digit,credit_reporting,low
became aware shellpoint mortgage reporting major credit reporting bureau held real estate loan organization never heard company immediately contacted concurred record ever account indicated would contact within day least update reporting incorrect information failed follow information remains credit report call result waste time,credit_reporting,low
account showing collection disputed multiple time avail credit reporting agency continue allow false creditor continue reporting inaccurate account information erroneous date etc stated account listed name removed per driver license social security card provided previous complaint simple name ive provided proven removed victim identity theft account arent validated correctly case credit reporting agency giving creditor name change name file remove next step prosecution fraud original contract doesnt match removed know tired receiving complaint tired writing,credit_reporting,high
sent letter experian advising sent letter collection creditor listed credit report asking full validation account collecting reporting letter sent collection creditor sent advised bureau collection creditor answered validation request term law requested account deleted credit report today received response bureau realize many state business affected corona virus problem law specific right ask account validated bureau would get back dispute within day date received,credit_reporting,low
received reinvestigation result response reinvestigation result report number made fcra regarding erroneous item credit report included official letter dispute received clerk united state court stating share information credit report party agency keep confirmed verified account wonder verified united state court stating share information credit report party agency,credit_reporting,high
successfully discharged chapter bankruptcy back know credit terrible right bankruptcy credit report quite time auto loan soft inquiry approval clearly stated went banked year impression also soft inquiry approval well include ssn anything led believe hard inquiry course due bankruptcy denied immediately received notification credit report took point hit tried calling dispute representative refused walk screen could show clear hard inquiry instead soft inquiry someone fresh bankruptcy everything rebuild credit get life back order point hit demoralizing especially one could easily avoided clear hard inquiry instead vague close credit score would moved next bracket,credit_reporting,high
paid well one able verify prove mine disputing bureau received anything since first dispute delay negligence part experian enabled disastrous dismantling regulation cfpb regard bureau legal requirement respond dispute within day good faith effort bureau resolve anything also data released showing increase complaint cfpb issue compared time last year experian must held accountable standard clearly outlined fcra,credit_reporting,low
pulled credit first time year derogatory item mine account fraudulent need deleted please remove unknown account name contacted ftc local police behalf please remove report automotive service company inquiry xxxxxxxx xxxxxxxx xxxxxxxx xxxxxxxx,credit_reporting,low
bank america pursued pay father credit card account balance passed away father liable person account never signed contract liable party authorized user help manage finance father passed away bank america added charged account credit report dropping score point collection agent hounded threatened sue pay dad account ended paid agreed settlement amount even paid settlement amount bank america continued report charged account credit bureau balance,credit_reporting,low
contacted experian online dispute hard inquiry report recognize asked investigate issue investigation took day result find difficult believe investigation done,credit_reporting,low
reporting false information credit report called let know refuse deal keeping getting home car credit report,credit_reporting,low
payment day late payment made extension given account payment day late payment made extension also given payment day late payment made also payment day late day late none payment day past due arbitration granted requested page purchase contract allows arbitration request ignored ignored repeatedly pay delete letter accepted accepted offer cashed check remove late payment werent even accurate reported offer made check letter laid offer clear provision offer refused send check back could also take arbitration ignored consideration given kept check cashed would failure consideration violated contract presented dealership deceptive practice ignored endorsed action made pay sale tax pocket included finance agreement also changed payment right deal deal saying payment wouldnt refunded mentioned numerous time showed interest making matter correct engaged several action would violate agreement want late payment removed make correct move letter sent letter sent along w check account number dear credit report dispute dept recently sent letter side dispute ongoing resolution offer account based conversation previously sent check letter stated check cashed agreement accepted also indicated check seen change credit report violation agreement entered contract accepted agreement check key instrument agreement unwilling live end agreement please send check back question mentioned letter attached copy cancelled check letter sent im asking either refund money sent due failed performance agreement change credit report paid along removing late payment negative information agreed accepted letter check else delete account credit report together know three basic element contract offer acceptance offer sufficient consideration support offer acceptance addition must reasonable certainty party consideration finally party must competent contract must sufficient age reasonable possession wit legal pennsylvania breach contract action involves existence contract breach duty imposed contract damage like offer acceptance express implied written oral cashed check implied accepted offer due fact specifically expressed agreement chance reject offer law person offer directed may reject offer could sent check back declined offer check cashed everything made clear letter check person may also make proposal make counteroffer counteroffer made rather acceptance offer reasonable complicated clearly expressed couldnt honor check sent back explaining cant accepted circumstance wasnt didnt ask account deleted wanted negative information changed due fact reported inaccurate misinformation given company repeatedly submitted evidence contrary wanted fair resolution attempted send several letter offer resolve matter company accepted last offer im asking honor tell ca honor need know plan make situation right would accept agreement know ca honor never ran away matter sent letter letter made several call ignored bottom line made offer laid term clearly accepted cashing check want resolve matter look forward reply letter sent full copy cashed check company account number dear letter response conversation week ago related account referenced wish save u time effort paying loan late fee fairly posed onto attempt resolve matter peacefully enclosed payment resolve account without either side admitting wrongdoing dispute reporting debt account shown paid subsequent negative information referring account removed three credit report transunion aware company ability report debt credit bureau deem necessary furthermore ability change listing since information furnisher debt reported accurately want finally put matter rest offer enclosed check amount serve final payment account payment made website check agreement mark account credit report trans union paid remove negative information collection late payment credit report within three calendar day payment agree term letter would cashing check sent payable binding agreement information related account credit report trans union adjusted accordingly would remove negative information charge collection late payment show account paid account reported accurately want resolve payment made agreement phone late fee payment charged anyway late payment reporting credit report even though shown evidence payment day past due start loan deceptive practice done dealership involved pay tax owed full without included loan dealership made tell took payment also lied payment amount due amount monthly payment check cashed mean accepting offer remove negative information three credit report mark account credit report paid letter treated contract subject law state receive postmarked email response within day cashing check stating letter sent three credit bureau trans union reporting account changed paid subsequent negative information removed late payment charge collection withdraw offer request check sent back request relief including arbitration afforded purchase agreement im asking send postal mail letter show requested three credit bureau trans union change account report paid remove information related late payment collection charge hope work together get matter resolved im difficult matter caused serious problem lack response gotten last four year frustrating agreement allows u walk away clean peacefully please forward agreement address listed sincerely quoted text really disappointed showing total disregard concern evidence case addressing concern said agremeent null void yet accepted term offer allowed accept term offer unless going honor offer provision return check refused cashed check term clearly laid made repeated request arbitration ignored contract im allowed request arbitration issue ca resolve also ignored issue deceptive practice almost like endorse business obtain loan show quoted text,credit_reporting,medium
